FlightId;ArrAirportCode;ArrScheduledDate;ArrScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DpStatusDescription;StatusCode;StatusDescription
LH2061;MUC;2023-05-19;16:30;2023-05-19;16:56;2;G30;LD;Flight Landed;LH;2061;32N;2023-05-19;15:36;2;C12;DP;Flight Departed;LD;Flight Landed
EW1787;MUC;2023-05-19;16:35;2023-05-19;16:12;1;;LD;Flight Landed;EW;1787;320;2023-05-19;14:19;;;DP;Flight Departed;LD;Flight Landed
EW4062;MUC;2023-05-19;16:35;2023-05-19;16:39;1;;LD;Flight Landed;EW;4062;320;2023-05-19;15:44;;;DP;Flight Departed;LD;Flight Landed
CL2017;MUC;2023-05-19;16:40;2023-05-19;16:30;2;T02S;LD;Flight Landed;CL;2017;CR9;2023-05-19;15:26;;A33;DP;Flight Departed;LD;Flight Landed
LH1943;MUC;2023-05-19;17:00;2023-05-19;17:52;2;G20;LD;Flight Landed;LH;1943;319;2023-05-19;16:45;1;B06;DP;Flight Departed;LD;Flight Landed
LH459;MUC;2023-05-19;17:05;2023-05-19;16:56;2;H32;LD;Flight Landed;LH;459;359;2023-05-18;20:57;I;G04;DP;Flight Departed;LD;Flight Landed
LH112;MUC;2023-05-19;17:10;2023-05-19;17:17;2;G14;LD;Flight Landed;LH;112;320;2023-05-19;16:24;1;A14;DP;Flight Departed;LD;Flight Landed
LH715;MUC;2023-05-19;17:10;2023-05-19;17:29;2;I38;LD;Flight Landed;LH;715;359;2023-05-19;09:57;3;145;DP;Flight Departed;LD;Flight Landed
LH1833;MUC;2023-05-19;17:20;2023-05-19;17:09;2;K13;LD;Flight Landed;LH;1833;32M;2023-05-19;14:27;;D52;DP;Flight Departed;LD;Flight Landed
LH2417;MUC;2023-05-19;17:20;2023-05-19;17:21;2;G04;LD;Flight Landed;LH;2417;32A;2023-05-19;15:06;5;;DP;Flight Departed;LD;Flight Landed
LH1869;MUC;2023-05-19;17:25;;;2;;NO;No Status;LH;1869;32M;;;1;A00;NO;No Status;CD;Flight Cancelled
CL2169;MUC;2023-05-19;17:30;2023-05-19;17:27;2;G82;LD;Flight Landed;CL;2169;CR9;2023-05-19;16:29;;004;DP;Flight Departed;LD;Flight Landed
EW1995;MUC;2023-05-19;17:35;2023-05-19;17:21;1;;LD;Flight Landed;EW;1995;32A;2023-05-19;15:22;;;DP;Flight Departed;LD;Flight Landed
CL1981;MUC;2023-05-19;17:40;2023-05-19;17:48;2;G40;LD;Flight Landed;CL;1981;31K;2023-05-19;16:45;1;B50;DP;Flight Departed;LD;Flight Landed
CL2289;MUC;2023-05-19;17:45;2023-05-19;17:48;2;K10;LD;Flight Landed;CL;2289;32N;2023-05-19;16:37;;;DP;Flight Departed;LD;Flight Landed
CL2371;MUC;2023-05-19;17:45;2023-05-19;18:08;2;T02S;LD;Flight Landed;CL;2371;CR9;2023-05-19;17:20;;;DP;Flight Departed;LD;Flight Landed
LH719;MUC;2023-05-19;17:50;2023-05-19;17:36;2;I08;LD;Flight Landed;LH;719;359;2023-05-19;11:45;1;046;DP;Flight Departed;LD;Flight Landed
EN8205;MUC;2023-05-19;17:55;;;2;;NO;No Status;EN;8205;E95;;;;;NO;No Status;CD;Flight Cancelled
LH1803;MUC;2023-05-19;17:55;2023-05-19;17:56;2;K01;LD;Flight Landed;LH;1803;32V;2023-05-19;15:31;2;E83;DP;Flight Departed;LD;Flight Landed
CL2321;MUC;2023-05-19;17:55;2023-05-19;17:50;2;T02S;LD;Flight Landed;CL;2321;CR9;2023-05-19;16:55;;;DP;Flight Departed;LD;Flight Landed
LH1625;MUC;2023-05-19;18:00;2023-05-19;18:09;2;K03;LD;Flight Landed;LH;1625;32A;2023-05-19;16:53;;011;DP;Flight Departed;LD;Flight Landed
CL2195;MUC;2023-05-19;18:00;2023-05-19;17:53;2;T02S;LD;Flight Landed;CL;2195;CR9;2023-05-19;16:40;;A04;DP;Flight Departed;LD;Flight Landed
LH2533;MUC;2023-05-19;18:00;2023-05-19;18:05;2;G44;LD;Flight Landed;LH;2533;32N;2023-05-19;16:32;;003;DP;Flight Departed;LD;Flight Landed
WX2149;MUC;2023-05-19;18:05;2023-05-19;18:25;2;T02S;LD;Flight Landed;WX;2149;CRK;2023-05-19;17:40;2;161;DP;Flight Departed;LD;Flight Landed
LH2019;MUC;2023-05-19;18:10;2023-05-19;18:02;2;G18;LD;Flight Landed;LH;2019;319;2023-05-19;17:00;;A49;DP;Flight Departed;LD;Flight Landed
EN8197;MUC;2023-05-19;18:15;;;2;;NO;No Status;EN;8197;E95;;;;005;NO;No Status;CD;Flight Cancelled
LH1717;MUC;2023-05-19;18:15;2023-05-19;18:18;2;K08;LD;Flight Landed;LH;1717;32V;2023-05-19;17:04;;;DP;Flight Departed;LD;Flight Landed
YY3807;MUC;2023-05-19;18:15;;;2;;NO;No Status;YY;3807;BUS;;;;BUS;NO;No Status;;No Status
EN8257;MUC;2023-05-19;18:20;;;2;;NO;No Status;EN;8257;E95;;;;;NO;No Status;CD;Flight Cancelled
LH1711;MUC;2023-05-19;18:20;2023-05-19;18:26;2;G46;LD;Flight Landed;LH;1711;32Q;2023-05-19;17:02;;;DP;Flight Departed;LD;Flight Landed
LH1779;MUC;2023-05-19;18:20;2023-05-19;18:22;2;K19;LD;Flight Landed;LH;1779;32Q;2023-05-19;14:23;1;025;DP;Flight Departed;LD;Flight Landed
CL2139;MUC;2023-05-19;18:20;2023-05-19;18:17;2;T02S;LD;Flight Landed;CL;2139;CR9;2023-05-19;17:15;;C13;DP;Flight Departed;LD;Flight Landed
CL1687;MUC;2023-05-19;18:25;2023-05-19;18:32;2;T02S;LD;Flight Landed;CL;1687;CR9;2023-05-19;17:13;;002;DP;Flight Departed;LD;Flight Landed
EN1857;MUC;2023-05-19;18:25;;;2;;NO;No Status;EN;1857;E95;;;1;;NO;No Status;CD;Flight Cancelled
LH1769;MUC;2023-05-19;18:30;2023-05-19;18:43;2;H26;LD;Flight Landed;LH;1769;32Q;2023-05-19;16:10;;023;DP;Flight Departed;LD;Flight Landed
LH2063;MUC;2023-05-19;18:30;2023-05-19;18:30;2;K14;LD;Flight Landed;LH;2063;32A;2023-05-19;17:13;2;C16;DP;Flight Departed;LD;Flight Landed
LH2101;MUC;2023-05-19;18:35;2023-05-19;18:51;2;G14;LD;Flight Landed;LH;2101;321;2023-05-19;17:50;;A06;DP;Flight Departed;LD;Flight Landed
EN2307;MUC;2023-05-19;18:40;2023-05-19;19:11;2;K26;LD;Flight Landed;EN;2307;E95;2023-05-19;17:43;;B23;DP;Flight Departed;LD;Flight Landed
OS115;MUC;2023-05-19;18:40;2023-05-19;19:26;2;G38;LD;Flight Landed;OS;115;320;2023-05-19;18:31;3;F11;DP;Flight Departed;LD;Flight Landed
CL2387;MUC;2023-05-19;18:45;2023-05-19;18:41;2;T02S;LD;Flight Landed;CL;2387;CR9;2023-05-19;17:44;1;;DP;Flight Departed;LD;Flight Landed
CL1679;MUC;2023-05-19;18:50;2023-05-19;18:47;2;G81;LD;Flight Landed;CL;1679;CR9;2023-05-19;17:39;2A;A01;DP;Flight Departed;LD;Flight Landed
CL1737;MUC;2023-05-19;18:55;2023-05-19;18:49;2;L21;LD;Flight Landed;CL;1737;319;2023-05-19;17:25;2;A04;DP;Flight Departed;LD;Flight Landed
CL1983;MUC;2023-05-19;18:55;2023-05-19;19:00;2;T02S;LD;Flight Landed;CL;1983;CR9;2023-05-19;18:00;1;C11;DP;Flight Departed;LD;Flight Landed
LH1947;MUC;2023-05-19;19:00;2023-05-19;19:01;2;G04;LD;Flight Landed;LH;1947;32N;2023-05-19;17:50;1;A03;DP;Flight Departed;LD;Flight Landed
EW9090;MUC;2023-05-19;19:05;2023-05-19;19:00;1;;LD;Flight Landed;EW;9090;31B;2023-05-19;17:51;;A66;DP;Flight Departed;LD;Flight Landed
LH116;MUC;2023-05-19;19:10;2023-05-19;19:04;2;G20;LD;Flight Landed;LH;116;32N;2023-05-19;18:13;1;A14;DP;Flight Departed;LD;Flight Landed
WX2265;MUC;2023-05-19;19:15;2023-05-19;20:21;2;G82;LD;Flight Landed;WX;2265;CR9;2023-05-19;18:57;1A;027;DP;Flight Departed;LD;Flight Landed
LH2477;MUC;2023-05-19;19:15;2023-05-19;19:26;2;L24;LD;Flight Landed;LH;2477;32N;2023-05-19;16:38;2;A24;DP;Flight Departed;LD;Flight Landed
LH1879;MUC;2023-05-19;19:20;2023-05-19;20:55;2;K09;LD;Flight Landed;LH;1879;32M;2023-05-19;19:21;;A09;DP;Flight Departed;LD;Flight Landed
LH2275;MUC;2023-05-19;19:20;2023-05-19;19:36;2;G44;LD;Flight Landed;LH;2275;32V;2023-05-19;18:18;1;A31;DP;Flight Departed;LD;Flight Landed
LH2233;MUC;2023-05-19;19:25;2023-05-19;19:09;2;K23;LD;Flight Landed;LH;2233;32V;2023-05-19;17:48;1;064;DP;Flight Departed;LD;Flight Landed
LH2419;MUC;2023-05-19;19:35;2023-05-19;19:28;2;K16;LD;Flight Landed;LH;2419;32V;2023-05-19;17:19;5;;DP;Flight Departed;LD;Flight Landed
EN8287;MUC;2023-05-19;19:40;2023-05-19;19:48;2;K28;LD;Flight Landed;EN;8287;E95;2023-05-19;18:46;;A04;DP;Flight Departed;LD;Flight Landed
LH2021;MUC;2023-05-19;19:40;2023-05-19;19:28;2;K03;LD;Flight Landed;LH;2021;319;2023-05-19;18:26;;A49;DP;Flight Departed;LD;Flight Landed
EN8221;MUC;2023-05-19;19:50;2023-05-19;20:09;2;K30;LD;Flight Landed;EN;8221;E95;2023-05-19;18:34;;;DP;Flight Departed;LD;Flight Landed
LH681;MUC;2023-05-19;19:50;2023-05-19;20:13;2;I18;LD;Flight Landed;LH;681;32Q;2023-05-19;17:13;3;C04;DP;Flight Departed;LD;Flight Landed
LH1949;MUC;2023-05-19;20:00;2023-05-19;19:50;2;K19;LD;Flight Landed;LH;1949;32N;2023-05-19;18:37;1;B07;DP;Flight Departed;LD;Flight Landed
LH118;MUC;2023-05-19;20:10;2023-05-19;20:02;2;G28;LD;Flight Landed;LH;118;78S;2023-05-19;19:13;1;A19;DP;Flight Departed;LD;Flight Landed
EW086;MUC;2023-05-19;20:15;2023-05-19;19:56;1;;LD;Flight Landed;EW;86;320;2023-05-19;19:00;1;C30;DP;Flight Departed;LD;Flight Landed
X97176;MUC;2023-05-19;20:15;2023-05-19;20:38;1;;LD;Flight Landed;X9;7176;320;2023-05-19;19:10;1;A38;DP;Flight Departed;LD;Flight Landed
LH1843;MUC;2023-05-19;20:15;2023-05-19;20:15;2;G34;LD;Flight Landed;LH;1843;32V;2023-05-19;17:56;;005;DP;Flight Departed;LD;Flight Landed
CL1925;MUC;2023-05-19;20:15;2023-05-19;20:17;2;G26;LD;Flight Landed;CL;1925;31K;2023-05-19;18:03;;003;DP;Flight Departed;LD;Flight Landed
2L1110;MUC;2023-05-19;20:20;2023-05-19;20:15;2;K22;LD;Flight Landed;2L;1110;290;2023-05-19;19:24;;;DP;Flight Departed;LD;Flight Landed
SN2647;MUC;2023-05-19;20:20;2023-05-19;20:11;2;K11;LD;Flight Landed;SN;2647;319;2023-05-19;18:56;;;DP;Flight Departed;LD;Flight Landed
CL1705;MUC;2023-05-19;20:25;2023-05-19;20:31;2;L07;LD;Flight Landed;CL;1705;32N;2023-05-19;19:47;2;B06;DP;Flight Departed;LD;Flight Landed
4Y1795;MUC;2023-05-19;20:25;2023-05-19;20:11;2;K12;LD;Flight Landed;4Y;1795;32A;2023-05-19;18:14;;D82;DP;Flight Departed;LD;Flight Landed
LH1817;MUC;2023-05-19;20:30;2023-05-19;20:34;2;G30;LD;Flight Landed;LH;1817;321;2023-05-19;18:40;1;B32;DP;Flight Departed;LD;Flight Landed
LH2069;MUC;2023-05-19;20:30;2023-05-19;20:36;2;G24;LD;Flight Landed;LH;2069;32V;2023-05-19;19:18;2;A18;DP;Flight Departed;LD;Flight Landed
YY3809;MUC;2023-05-19;20:30;;;2;;NO;No Status;YY;3809;BUS;;;;BUS;NO;No Status;;No Status
LH1871;MUC;2023-05-19;20:35;2023-05-19;20:46;2;G46;LD;Flight Landed;LH;1871;32M;2023-05-19;19:30;1;A66;DP;Flight Departed;LD;Flight Landed
CL2511;MUC;2023-05-19;20:35;2023-05-19;20:27;2;L25;LD;Flight Landed;CL;2511;319;2023-05-19;17:39;;044;DP;Flight Departed;LD;Flight Landed
EN8363;MUC;2023-05-19;20:40;2023-05-19;21:26;2;K27;LD;Flight Landed;EN;8363;E95;2023-05-19;20:06;;A21;DP;Flight Departed;LD;Flight Landed
LH2479;MUC;2023-05-19;20:40;2023-05-19;20:47;2;H40;LD;Flight Landed;LH;2479;32N;2023-05-19;18:07;2;A19;DP;Flight Departed;LD;Flight Landed
CL2503;MUC;2023-05-19;20:40;2023-05-19;20:36;2;L26;LD;Flight Landed;CL;2503;31K;2023-05-19;17:44;1;025;DP;Flight Departed;LD;Flight Landed
LH1765;MUC;2023-05-19;20:45;2023-05-19;20:53;2;G38;LD;Flight Landed;LH;1765;32N;2023-05-19;19:08;;003;DP;Flight Departed;LD;Flight Landed
4Y1829;MUC;2023-05-19;20:50;2023-05-19;20:53;2;K20;LD;Flight Landed;4Y;1829;32A;2023-05-19;18:41;;A13;DP;Flight Departed;LD;Flight Landed
LH1909;MUC;2023-05-19;20:50;2023-05-19;20:47;2;G16;LD;Flight Landed;LH;1909;32V;2023-05-19;18:49;;012;DP;Flight Departed;LD;Flight Landed
OS117;MUC;2023-05-19;20:50;2023-05-19;20:53;2;K24;LD;Flight Landed;OS;117;320;2023-05-19;19:51;3;F04;DP;Flight Departed;LD;Flight Landed
LH1755;MUC;2023-05-19;21:00;2023-05-19;21:29;2;K01;LD;Flight Landed;LH;1755;32Q;2023-05-19;20:03;;B13;DP;Flight Departed;LD;Flight Landed
LH1953;MUC;2023-05-19;21:00;2023-05-19;20:54;2;G14;LD;Flight Landed;LH;1953;32N;2023-05-19;19:43;1;A02;DP;Flight Departed;LD;Flight Landed
CL2373;MUC;2023-05-19;21:00;2023-05-19;20:57;2;G81;LD;Flight Landed;CL;2373;CR9;2023-05-19;20:16;;;DP;Flight Departed;LD;Flight Landed
4Y2519;MUC;2023-05-19;21:00;2023-05-19;21:35;2;H10;LD;Flight Landed;4Y;2519;32A;2023-05-19;18:14;1;306;DP;Flight Departed;LD;Flight Landed
LH2103;MUC;2023-05-19;21:05;2023-05-19;21:03;2;K14;LD;Flight Landed;LH;2103;321;2023-05-19;19:56;;A05;DP;Flight Departed;LD;Flight Landed
CL2443;MUC;2023-05-19;21:05;2023-05-19;20:58;2;G48;LD;Flight Landed;CL;2443;319;2023-05-19;19:24;2;A09;DP;Flight Departed;LD;Flight Landed
LH2455;MUC;2023-05-19;21:10;2023-05-19;20:58;2;K28;LD;Flight Landed;LH;2455;32N;2023-05-19;18:50;;D11;DP;Flight Departed;LD;Flight Landed
EN8237;MUC;2023-05-19;21:15;2023-05-19;21:29;2;G26;LD;Flight Landed;EN;8237;E95;2023-05-19;20:32;;;DP;Flight Departed;LD;Flight Landed
CL2323;MUC;2023-05-19;21:15;2023-05-19;21:00;2;G81;LD;Flight Landed;CL;2323;CR9;2023-05-19;20:02;;;DP;Flight Departed;LD;Flight Landed
LH2465;MUC;2023-05-19;21:15;2023-05-19;20:52;2;G20;LD;Flight Landed;LH;2465;32M;2023-05-19;19:25;;029;DP;Flight Departed;LD;Flight Landed
CL2253;MUC;2023-05-19;21:20;2023-05-19;21:11;2;G82;LD;Flight Landed;CL;2253;CR9;2023-05-19;19:59;1;B10;DP;Flight Departed;LD;Flight Landed
EN8735;MUC;2023-05-19;21:25;;;2;;NO;No Status;EN;8735;E95;;;;006;NO;No Status;CD;Flight Cancelled
CL1989;MUC;2023-05-19;21:30;2023-05-19;21:33;2;T02S;LD;Flight Landed;CL;1989;CR9;2023-05-19;20:36;1;C11;DP;Flight Departed;LD;Flight Landed
LH2073;MUC;2023-05-19;21:30;2023-05-19;21:42;2;G04;LD;Flight Landed;LH;2073;319;2023-05-19;20:20;2;C16;DP;Flight Departed;LD;Flight Landed
CL2141;MUC;2023-05-19;21:35;2023-05-19;21:21;2;T02S;LD;Flight Landed;CL;2141;CR9;2023-05-19;20:16;;C13;DP;Flight Departed;LD;Flight Landed
LH2027;MUC;2023-05-19;21:40;2023-05-19;21:24;2;G28;LD;Flight Landed;LH;2027;319;2023-05-19;20:21;;A49;DP;Flight Departed;LD;Flight Landed
CL2197;MUC;2023-05-19;21:45;2023-05-19;21:23;2;T02S;LD;Flight Landed;CL;2197;CR9;2023-05-19;20:14;;A04;DP;Flight Departed;LD;Flight Landed
LH2291;MUC;2023-05-19;22:00;2023-05-19;22:06;2;G30;LD;Flight Landed;LH;2291;32A;2023-05-19;20:53;;;DP;Flight Departed;LD;Flight Landed
LH122;MUC;2023-05-19;22:10;2023-05-19;22:15;2;G34;LD;Flight Landed;LH;122;321;2023-05-19;21:23;1;A38;DP;Flight Departed;LD;Flight Landed
CL2309;MUC;2023-05-19;22:40;2023-05-19;22:23;2;T02S;LD;Flight Landed;CL;2309;CR9;2023-05-19;21:05;;B17;DP;Flight Departed;LD;Flight Landed
WX2445;MUC;2023-05-19;22:45;2023-05-19;22:48;2;T02S;LD;Flight Landed;WX;2445;CRK;2023-05-19;21:09;2;A17;DP;Flight Departed;LD;Flight Landed
LH2481;MUC;2023-05-19;23:15;2023-05-19;23:22;2;H20;LD;Flight Landed;LH;2481;32N;2023-05-19;20:31;2;A18;DP;Flight Departed;LD;Flight Landed
OS501;FCO;2023-05-19;08:10;2023-05-19;08:06;1;;LD;Flight Landed;OS;501;321;2023-05-19;06:38;3;F36;DP;Flight Departed;LD;Flight Landed
LX1726;FCO;2023-05-19;08:50;2023-05-19;08:46;1;;LD;Flight Landed;LX;1726;321;2023-05-19;07:21;;;DP;Flight Departed;LD;Flight Landed
SN3175;FCO;2023-05-19;09:30;2023-05-19;09:43;1;;LD;Flight Landed;SN;3175;320;2023-05-19;07:30;;;DP;Flight Departed;LD;Flight Landed
BT9882;FCO;2023-05-19;09:55;2023-05-19;09:58;1;A02;LD;Flight Landed;BT;9882;223;2023-05-19;07:55;;A66;DP;Flight Departed;LD;Flight Landed
LH1866;FCO;2023-05-19;10:00;;;1;;NO;No Status;LH;1866;32M;;;2;K25;NO;No Status;CD;Flight Cancelled
LH232;FCO;2023-05-19;12:30;;;1;;NO;No Status;LH;232;321;;;1;A21;NO;No Status;CD;Flight Cancelled
E64242;FCO;2023-05-19;12:50;;;1;;NO;No Status;E6;4242;320;;;2;;NO;No Status;CD;Flight Cancelled
EW2882;FCO;2023-05-19;13:15;;;1;;NO;No Status;EW;2882;31D;;;1;;NO;No Status;CD;Flight Cancelled
LH234;FCO;2023-05-19;13:55;;;1;;NO;No Status;LH;234;321;;;1;A34;NO;No Status;CD;Flight Cancelled
LX1736;FCO;2023-05-19;14:20;;;1;;NO;No Status;LX;1736;321;;;;;NO;No Status;CD;Flight Cancelled
EW886;FCO;2023-05-19;14:55;2023-05-19;16:13;1;A04;LD;Flight Landed;EW;886;32A;2023-05-19;14:20;1;C20;DP;Flight Departed;LD;Flight Landed
EW7886;FCO;2023-05-19;15:00;2023-05-19;16:47;1;A09;LD;Flight Landed;EW;7886;32A;2023-05-19;14:37;1;A23;DP;Flight Departed;LD;Flight Landed
LH1868;FCO;2023-05-19;15:00;;;1;;NO;No Status;LH;1868;32M;;;2;K08;NO;No Status;CD;Flight Cancelled
SN3181;FCO;2023-05-19;17:00;2023-05-19;17:14;1;;LD;Flight Landed;SN;3181;320;2023-05-19;15:08;;;DP;Flight Departed;LD;Flight Landed
LH236;FCO;2023-05-19;17:45;2023-05-19;17:43;1;;LD;Flight Landed;LH;236;32N;2023-05-19;15:54;1;A18;DP;Flight Departed;LD;Flight Landed
LH1870;FCO;2023-05-19;18:10;2023-05-19;18:28;1;;LD;Flight Landed;LH;1870;32M;2023-05-19;16:51;2;K03;DP;Flight Departed;LD;Flight Landed
LH238;FCO;2023-05-19;18:35;2023-05-19;18:37;1;;LD;Flight Landed;LH;238;32Q;2023-05-19;16:54;1;A52;DP;Flight Departed;LD;Flight Landed
EW9886;FCO;2023-05-19;18:45;2023-05-19;18:45;1;A05;LD;Flight Landed;EW;9886;31D;2023-05-19;16:43;;A40;DP;Flight Departed;LD;Flight Landed
LX1732;FCO;2023-05-19;19:25;2023-05-19;20:06;1;;LD;Flight Landed;LX;1732;320;2023-05-19;18:41;;;DP;Flight Departed;LD;Flight Landed
SN3183;FCO;2023-05-19;20:05;2023-05-19;21:16;1;;LD;Flight Landed;SN;3183;320;2023-05-19;19:02;;;DP;Flight Departed;LD;Flight Landed
OS505;FCO;2023-05-19;20:40;2023-05-19;20:40;1;;LD;Flight Landed;OS;505;320;2023-05-19;19:09;3;F36;DP;Flight Departed;LD;Flight Landed
LH1872;FCO;2023-05-19;21:00;2023-05-19;21:11;1;;LD;Flight Landed;LH;1872;32M;2023-05-19;19:37;2;K12;DP;Flight Departed;LD;Flight Landed
LX1734;FCO;2023-05-19;22:45;2023-05-19;23:17;1;;LD;Flight Landed;LX;1734;32B;2023-05-19;21:47;;;DP;Flight Departed;LD;Flight Landed
LH242;FCO;2023-05-19;23:30;2023-05-19;23:45;1;;LD;Flight Landed;LH;242;32Q;2023-05-19;21:58;1;A19;DP;Flight Departed;LD;Flight Landed
LH976;DUB;2023-05-19;08:25;2023-05-19;08:30;1;;LD;Flight Landed;LH;976;32N;2023-05-19;07:20;1;B25;DP;Flight Departed;LD;Flight Landed
4Y2516;DUB;2023-05-19;09:55;2023-05-19;09:41;1;;LD;Flight Landed;4Y;2516;32A;2023-05-19;08:24;2;H34;DP;Flight Departed;LD;Flight Landed
LX400;DUB;2023-05-19;11:50;2023-05-19;11:45;1;;LD;Flight Landed;LX;400;223;2023-05-19;10:31;;;DP;Flight Departed;LD;Flight Landed
EW9394;DUB;2023-05-19;12:05;2023-05-19;11:40;1;;LD;Flight Landed;EW;9394;31D;2023-05-19;11:03;;A80;DP;Flight Departed;LD;Flight Landed
LH980;DUB;2023-05-19;16:45;2023-05-19;16:35;1;;LD;Flight Landed;LH;980;321;2023-05-19;15:43;1;B32;DP;Flight Departed;LD;Flight Landed
4Y2518;DUB;2023-05-19;17:00;2023-05-19;17:12;1;;LD;Flight Landed;4Y;2518;32A;2023-05-19;15:53;2;H38;DP;Flight Departed;LD;Flight Landed
2L404;DUB;2023-05-19;18:15;2023-05-19;17:57;1;;LD;Flight Landed;2L;404;295;2023-05-19;16:47;;;DP;Flight Departed;LD;Flight Landed
LX410;DUB;2023-05-19;19:20;2023-05-19;19:10;1;;LD;Flight Landed;LX;410;223;2023-05-19;17:59;1;;DP;Flight Departed;LD;Flight Landed
